target,kd_diff,kd_ratio,kd_dominance,str_diff,str_ratio,str_dominance,td_diff,td_ratio,td_dominance,sub_diff,sub_ratio,sub_dominance,striking_volume_advantage,striking_dominance,knockdown_power,submission_threat,streak_diff,win_rate_diff,exp_diff
1.0,0,0.0,0,51,1.627620221948212,1,0,0.0,0,0,0.0,0,76.5,2,0,0.0,-1,-0.33333333333333337,0
0.0,-1,0.0,0,-14,0.45977011494252873,0,0,0.0,0,0,0.0,0,-21.0,0,-2,0.0,-1,-0.33333333333333337,-3
1.0,0,0.0,0,51,2.371967654986523,1,4,40.0,1,-4,0.0,0,76.5,2,0,-7.2,-2,0.07142857142857145,-5
0.0,0,0.0,0,-48,0.3995006242197254,0,0,0.0,0,0,0.0,0,-72.0,0,0,0.0,2,0.8,4
0.0,-1,0.0,0,-15,0.5698005698005698,0,0,0.0,0,0,0.0,0,-22.5,0,-2,0.0,-1,-0.06666666666666671,-2
1.0,0,0.0,0,26,1.7174515235457064,1,-1,0.0,0,1,10.0,1,39.0,2,0,1.8,1,-0.4,4
1.0,0,0.0,0,-19,0.8718980549966466,0,0,0.0,0,0,0.0,0,-28.5,0,0,0.0,2,0.6666666666666666,0
0.0,0,0.0,0,6,1.2177121771217712,1,-3,0.0,0,0,0.0,0,9.0,2,0,0.0,-1,-0.25,0
0.0,0,0.0,0,-11,0.5577689243027888,0,0,0.0,0,0,0.0,0,-16.5,0,0,0.0,0,-0.5,1
0.0,-1,0.0,0,-3,0.8457711442786069,0,0,0.0,0,0,0.0,0,-4.5,0,-2,0.0,2,-0.25,3
0.0,-1,0.0,0,-20,0.4582210242587601,0,0,0.9090909090909091,0,0,0.0,0,-30.0,0,-2,0.0,0,-0.5,2
1.0,2,20.0,1,45,1.7470881863560732,1,-2,0.0,0,0,0.0,0,67.5,2,4,0.0,-2,-0.6666666666666667,-2
1.0,0,0.0,0,4,1.1295681063122922,1,3,30.0,1,1,10.0,1,6.0,2,0,1.8,1,0.25,-2
1.0,-1,0.0,0,-10,0.49751243781094523,0,1,10.0,1,1,1.8181818181818181,1,-15.0,0,-2,1.8,2,0.25,-3
0.0,-1,0.0,0,-5,0.7462686567164178,0,0,0.0,0,0,0.0,0,-7.5,0,-2,0.0,1,0.16666666666666663,-1
1.0,0,0.0,0,-23,0.7186358099878197,0,3,30.0,1,0,0.0,0,-34.5,0,0,0.0,-2,-0.125,-6
0.0,0,0.0,0,-54,0.4803073967339097,0,0,0.9090909090909091,0,0,0.0,0,-81.0,0,0,0.0,0,-1.0,0
1.0,0,0.0,0,4,1.0414452709883104,1,0,0.0,0,0,0.0,0,6.0,2,0,0.0,1,0.6,4
1.0,0,0.0,0,4,1.0748560460652592,1,11,110.0,1,-1,0.0,0,6.0,2,0,-1.8,0,-0.1428571428571429,0
0.0,0,0.0,0,-9,0.49723756906077343,0,0,0.0,0,-1,0.0,0,-13.5,0,0,-1.8,2,0.6666666666666666,2
0.0,-1,0.0,0,-12,0.5179282868525896,0,0,0.0,0,-1,0.0,0,-18.0,0,-2,-1.8,1,-0.25,4
0.0,0,0.0,0,-13,0.8278580814717478,0,2,20.0,1,0,0.0,0,-19.5,0,0,0.0,1,0.5,3
1.0,1,10.0,1,22,2.5531914893617023,1,0,0.0,0,0,0.0,0,33.0,2,2,0.0,1,0.33333333333333337,1
0.0,-1,0.0,0,-8,0.6493506493506493,0,0,0.0,0,0,0.0,0,-12.0,0,-2,0.0,-2,-0.8,0
0.0,0,0.0,0,6,1.3450292397660817,1,0,0.0,0,0,0.0,0,9.0,2,0,0.0,-2,0.0,2
1.0,0,0.0,0,24,1.8213058419243986,1,4,40.0,1,0,0.0,0,36.0,2,0,0.0,0,0.2,4
1.0,-2,0.0,0,16,1.7910447761194028,1,6,60.0,1,0,0.0,0,24.0,2,-4,0.0,-1,-0.33333333333333337,0
0.0,-1,0.0,0,-7,0.21978021978021978,0,0,0.0,0,0,0.0,0,-10.5,0,-2,0.0,0,0.0,0
0.0,-1,0.0,0,-2,0.7692307692307693,0,0,0.0,0,0,0.0,0,-3.0,0,-2,0.0,2,-0.33333333333333337,2
0.0,1,10.0,1,-2,0.9401709401709402,0,-1,0.0,0,0,0.0,0,-3.0,0,2,0.0,1,-0.09999999999999998,-1
1.0,0,0.0,0,-15,0.3167420814479638,0,2,20.0,1,0,0.0,0,-22.5,0,0,0.0,1,-0.050000000000000044,-1
0.0,0,0.0,0,-12,0.5535055350553505,0,2,20.0,1,2,20.0,1,-18.0,0,0,3.6,1,0.4166666666666667,1
1.0,-1,0.0,0,4,1.094890510948905,1,2,2.727272727272727,1,0,0.0,0,6.0,2,-2,0.0,0,0.5,1
1.0,0,0.0,0,71,1.9316688567674114,1,0,0.0,0,0,0.0,0,106.5,2,0,0.0,1,-0.5,2
1.0,1,10.0,1,2,1.0994764397905759,1,0,0.0,0,0,0.0,0,3.0,2,2,0.0,0,0.08333333333333337,1
0.0,-1,0.0,0,-3,0.9538002980625933,0,0,0.9090909090909091,0,0,0.0,0,-4.5,0,-2,0.0,1,0.2666666666666666,-2
0.0,0,0.0,0,-25,0.16611295681063123,0,-1,0.0,0,0,0.0,0,-37.5,0,0,0.0,3,-0.25,3
1.0,1,10.0,1,-17,0.7782101167315175,0,0,0.0,0,0,0.0,0,-25.5,0,2,0.0,-1,-0.46666666666666673,-2
0.0,0,0.0,0,-78,0.446491849751949,0,0,0.0,0,0,0.0,0,-117.0,0,0,0.0,2,-0.33333333333333337,1
1.0,1,10.0,1,18,1.3882863340563991,1,0,0.9090909090909091,0,1,10.0,1,27.0,2,2,1.8,1,0.3333333333333333,2
1.0,1,10.0,1,11,6.19047619047619,1,0,0.0,0,0,0.0,0,16.5,2,2,0.0,1,-0.5,2
1.0,3,30.0,1,46,1.8484288354898335,1,0,0.0,0,0,0.0,0,69.0,2,6,0.0,0,0.0,0
1.0,0,0.0,0,14,2.1487603305785123,1,1,1.8181818181818181,1,1,10.0,1,21.0,2,0,1.8,-1,-0.4666666666666666,2
0.0,-1,0.0,0,-27,0.6530089628681178,0,0,0.0,0,0,0.0,0,-40.5,0,-2,0.0,3,0.25,4
0.0,-1,0.0,0,-39,0.27726432532347506,0,-3,0.0,0,0,0.0,0,-58.5,0,-2,0.0,0,0.0,2
0.0,0,0.0,0,-46,0.2694136291600634,0,3,30.0,1,1,10.0,1,-69.0,0,0,1.8,2,0.16666666666666663,3
1.0,0,0.0,0,17,1.432225063938619,1,-2,0.0,0,0,0.0,0,25.5,2,0,0.0,1,-0.09999999999999998,3
0.0,-1,0.0,0,8,1.192214111922141,1,0,0.0,0,0,0.0,0,12.0,2,-2,0.0,1,0.09523809523809523,-4
1.0,0,0.0,0,3,1.0741687979539642,1,4,40.0,1,0,0.0,0,4.5,2,0,0.0,2,0.25,4
1.0,1,10.0,1,8,1.3147410358565736,1,0,0.0,0,0,0.0,0,12.0,2,2,0.0,0,0.13333333333333341,2
1.0,1,10.0,1,22,1.4965986394557822,1,0,0.0,0,0,0.0,0,33.0,2,2,0.0,-1,-0.4,7
0.0,0,0.0,0,-27,0.06872852233676975,0,2,2.727272727272727,1,1,10.0,1,-40.5,0,0,1.8,-1,-0.33333333333333337,2
0.0,0,0.0,0,-13,0.8423586040914561,0,0,0.0,0,0,0.0,0,-19.5,0,0,0.0,1,0.25,-1
0.0,0,0.0,0,17,1.383219954648526,1,1,10.0,1,0,0.0,0,25.5,2,0,0.0,3,0.25,2
0.0,0,0.0,0,-4,0.7092198581560284,0,0,0.0,0,0,0.0,0,-6.0,0,0,0.0,1,-0.028571428571428525,-2
0.0,0,0.0,0,17,1.1940298507462688,1,1,10.0,1,0,0.0,0,25.5,2,0,0.0,1,-0.2142857142857143,7
1.0,0,0.0,0,57,2.351543942992874,1,0,0.0,0,0,0.0,0,85.5,2,0,0.0,2,0.4,1
0.0,0,0.9090909090909091,0,1,1.0526315789473684,1,1,10.0,1,0,0.0,0,1.5,2,0,0.0,3,0.8,4
0.0,0,0.0,0,-34,0.2603036876355748,0,1,1.8181818181818181,1,3,30.0,1,-51.0,0,0,5.4,-3,-1.0,-1
0.0,0,0.0,0,-70,0.4527712724434036,0,-3,0.0,0,1,10.0,1,-105.0,0,0,1.8,1,0.0,0
1.0,0,0.0,0,11,1.5165876777251184,1,4,40.0,1,0,0.0,0,16.5,2,0,0.0,-3,0.25,-2
1.0,0,0.0,0,16,1.3305613305613304,1,1,10.0,1,1,10.0,1,24.0,2,0,1.8,2,-0.25,3
0.0,0,0.0,0,-9,0.8108108108108107,0,3,2.380952380952381,1,0,0.0,0,-13.5,0,0,0.0,-2,-0.6666666666666667,-1
0.0,0,0.0,0,-5,0.8869179600886917,0,-2,0.0,0,0,0.0,0,-7.5,0,0,0.0,-3,0.19999999999999996,-4
1.0,1,10.0,1,-4,0.8540925266903914,0,1,10.0,1,2,20.0,1,-6.0,0,2,3.6,0,-1.0,2
0.0,-1,0.0,0,-59,0.3055229142185664,0,0,0.0,0,0,0.0,0,-88.5,0,-2,0.0,0,-0.5,2
1.0,0,0.0,0,13,1.3064133016627077,1,-3,0.0,0,-3,0.0,0,19.5,2,0,-5.4,0,0.0,0
1.0,-2,0.0,0,35,1.7255717255717256,1,-1,0.0,0,-1,0.47619047619047616,0,52.5,2,-4,-1.8,3,0.75,2
1.0,0,0.0,0,15,1.316348195329087,1,2,2.727272727272727,1,0,0.0,0,22.5,2,0,0.0,1,0.3333333333333333,1
1.0,0,0.0,0,33,1.3777267508610793,1,-4,0.0,0,0,0.0,0,49.5,2,0,0.0,3,0.0,2
1.0,0,0.0,0,6,1.0607621009268795,1,1,10.0,1,0,0.0,0,9.0,2,0,0.0,0,0.0,0
1.0,0,0.0,0,3,1.4084507042253522,1,1,10.0,1,1,10.0,1,4.5,2,0,1.8,0,1.0,-1
1.0,0,0.0,0,8,1.0576221735959155,1,0,0.0,0,0,0.0,0,12.0,2,0,0.0,0,0.0,-1
1.0,0,0.0,0,35,1.4908579465541492,1,0,0.0,0,0,0.0,0,52.5,2,0,0.0,1,0.4,-1
1.0,0,0.0,0,18,2.7722772277227725,1,0,0.9090909090909091,0,1,10.0,1,27.0,2,0,1.8,0,0.5,2
1.0,0,0.0,0,6,1.1252653927813163,1,5,50.0,1,0,0.0,0,9.0,2,0,0.0,1,-0.33333333333333337,6
0.0,0,0.0,0,-13,0.13245033112582782,0,-1,0.0,0,0,0.0,0,-19.5,0,0,0.0,-1,-0.5,-1
1.0,0,0.0,0,7,1.7582417582417582,1,4,40.0,1,0,0.9523809523809523,0,10.5,2,0,0.0,-2,-0.6666666666666667,-1
1.0,0,0.0,0,24,1.3458755426917512,1,-4,0.19607843137254904,0,0,0.0,0,36.0,2,0,0.0,2,0.6,2
1.0,0,0.0,0,5,2.1951219512195124,1,0,0.0,0,0,0.0,0,7.5,2,0,0.0,2,0.7142857142857143,4
1.0,1,10.0,1,7,3.225806451612903,1,0,0.0,0,0,0.0,0,10.5,2,2,0.0,1,-0.5,3
1.0,0,0.0,0,31,1.3086913086913088,1,2,20.0,1,0,0.0,0,46.5,2,0,0.0,-2,0.5,-3
0.0,0,0.0,0,-32,0.4830917874396135,0,-4,0.0,0,3,30.0,1,-48.0,0,0,5.4,2,-0.25,2
0.0,0,0.0,0,-72,0.5098572399728076,0,-10,0.0900900900900901,0,0,0.0,0,-108.0,0,0,0.0,-1,0.08333333333333337,2
1.0,0,0.0,0,12,120.0,1,0,0.0,0,0,0.0,0,18.0,2,0,0.0,-2,-0.41666666666666663,1
1.0,0,0.0,0,2,1.3725490196078431,1,1,1.8181818181818181,1,1,1.8181818181818181,1,3.0,2,0,1.8,-2,0.4,-3
0.0,0,0.0,0,9,1.2335958005249343,1,3,30.0,1,1,1.8181818181818181,1,13.5,2,0,1.8,0,0.0,0
1.0,0,0.0,0,1,1.4285714285714286,1,2,2.727272727272727,1,1,10.0,1,1.5,2,0,1.8,0,-0.3,5
1.0,0,0.0,0,6,1.1782477341389728,1,2,1.3725490196078431,1,1,10.0,1,9.0,2,0,1.8,3,0.8571428571428571,5
1.0,1,10.0,1,12,1.4559386973180075,1,8,80.0,1,0,0.0,0,18.0,2,2,0.0,2,0.6666666666666666,-2
0.0,-1,0.0,0,-23,0.6451612903225807,0,5,50.0,1,-1,0.0,0,-34.5,0,-2,-1.8,3,0.25,4
0.0,0,0.0,0,-13,0.6042296072507553,0,-2,0.0,0,-2,0.0,0,-19.5,0,0,-3.6,2,0.3333333333333333,-4
1.0,0,0.0,0,79,2.0505992010652463,1,-3,0.0,0,2,20.0,1,118.5,2,0,3.6,0,-0.16666666666666669,4
1.0,0,0.0,0,52,2.0570264765784114,1,2,20.0,1,0,0.0,0,78.0,2,0,0.0,1,0.55,1
0.0,-1,0.0,0,-11,0.5194805194805194,0,0,0.0,0,-1,0.0,0,-16.5,0,-2,-1.8,1,-0.5,3
1.0,0,0.0,0,12,1.2328767123287672,1,5,50.0,1,0,0.0,0,18.0,2,0,0.0,0,0.0,1
1.0,0,0.0,0,-1,0.819672131147541,0,2,20.0,1,1,10.0,1,-1.5,0,0,1.8,-2,0.0,-2
0.0,0,0.0,0,28,1.4720812182741116,1,4,40.0,1,-1,0.0,0,42.0,2,0,-1.8,-2,0.33333333333333337,-1
0.0,0,0.0,0,-44,0.610079575596817,0,0,0.0,0,-1,0.0,0,-66.0,0,0,-1.8,-3,0.0,-1
1.0,-1,0.0,0,-11,0.7231920199501246,0,4,40.0,1,0,0.0,0,-16.5,0,-2,0.0,-1,-0.20000000000000007,0
1.0,0,0.0,0,0,0.9090909090909091,0,1,10.0,1,2,20.0,1,0.0,0,0,3.6,3,0.8,3
1.0,0,0.0,0,6,1.2935323383084576,1,1,1.8181818181818181,1,-1,0.0,0,9.0,2,0,-1.8,2,0.16666666666666663,3
0.0,-1,0.0,0,-34,0.5203938115330521,0,0,0.9090909090909091,0,0,0.9090909090909091,0,-51.0,0,-2,0.0,1,0.09999999999999998,5
0.0,0,0.0,0,-52,0.4689092762487258,0,-2,0.0,0,2,20.0,1,-78.0,0,0,3.6,0,-0.15000000000000002,1
0.0,0,0.0,0,-27,0.7516040329972503,0,0,0.0,0,0,0.0,0,-40.5,0,0,0.0,1,0.0,4
1.0,0,0.9090909090909091,0,72,2.304900181488203,1,-2,0.0,0,0,0.0,0,108.0,2,0,0.0,-3,-0.7142857142857143,3
0.0,-1,0.0,0,-57,0.5123825789923143,0,-1,0.0,0,0,0.0,0,-85.5,0,-2,0.0,1,-0.25,4
0.0,0,0.0,0,-30,0.16620498614958448,0,-4,0.0,0,-1,0.0,0,-45.0,0,0,-1.8,3,-0.5,5
0.0,0,0.0,0,-12,0.7917383820998278,0,-2,0.3225806451612903,0,1,10.0,1,-18.0,0,0,1.8,0,0.125,-4
0.0,1,10.0,1,26,1.6458852867830422,1,-11,0.0,0,1,10.0,1,39.0,2,2,1.8,1,0.3333333333333333,-2
0.0,0,0.0,0,1,1.0213776722090262,1,-1,0.0,0,-2,0.0,0,1.5,2,0,-3.6,3,0.5714285714285714,3
1.0,0,0.0,0,24,1.8213058419243986,1,1,10.0,1,0,0.0,0,36.0,2,0,0.0,-1,0.16666666666666669,-6
1.0,0,0.0,0,5,1.9607843137254903,1,2,20.0,1,1,10.0,1,7.5,2,0,1.8,1,-0.16666666666666669,1
1.0,0,0.0,0,8,8.181818181818182,1,1,10.0,1,1,10.0,1,12.0,2,0,1.8,2,-0.4,4
0.0,-2,0.0,0,-44,0.136986301369863,0,4,40.0,1,0,0.0,0,-66.0,0,-4,0.0,2,0.25,4
1.0,0,0.0,0,-2,0.9195402298850575,0,4,40.0,1,0,0.0,0,-3.0,0,0,0.0,1,0.125,4
1.0,1,10.0,1,10,2.3943661971830985,1,0,0.0,0,0,0.0,0,15.0,2,2,0.0,0,-1.0,1
1.0,0,0.0,0,-12,0.7986688851913477,0,2,2.727272727272727,1,0,0.0,0,-18.0,0,0,0.0,0,-0.22499999999999998,-3
1.0,0,0.0,0,1,1.8181818181818181,1,2,20.0,1,3,30.0,1,1.5,2,0,5.4,0,0.0,2
0.0,0,0.0,0,-13,0.31413612565445026,0,-3,0.0,0,2,20.0,1,-19.5,0,0,3.6,0,0.5,2
0.0,0,0.0,0,2,1.0371819960861057,1,-1,0.0,0,-1,0.0,0,3.0,2,0,-1.8,0,0.0,-3
0.0,0,0.0,0,-30,0.4906937394247039,0,0,0.0,0,0,0.0,0,-45.0,0,0,0.0,0,0.5,2
0.0,0,0.0,0,4,1.1178247734138973,1,-4,0.19607843137254904,0,0,0.0,0,6.0,2,0,0.0,0,-0.5,1
0.0,0,0.0,0,-71,0.10113780025284451,0,0,0.0,0,0,0.0,0,-106.5,0,0,0.0,0,-0.5,4
0.0,0,0.0,0,-41,0.6197964847363553,0,0,0.0,0,1,10.0,1,-61.5,0,0,1.8,0,-0.13333333333333341,1
1.0,-1,0.0,0,-6,0.912981455064194,0,0,0.9090909090909091,0,0,0.0,0,-9.0,0,-2,0.0,-1,-0.25,1
0.0,0,0.0,0,-14,0.639386189258312,0,-2,0.0,0,-1,0.0,0,-21.0,0,0,-1.8,1,0.0,5
1.0,0,0.0,0,32,2.059800664451827,1,1,10.0,1,0,0.0,0,48.0,2,0,0.0,1,-0.09999999999999998,5
0.0,-1,0.0,0,-17,0.055248618784530384,0,0,0.0,0,0,0.0,0,-25.5,0,-2,0.0,0,0.0,0
1.0,0,0.0,0,1,1.1475409836065575,1,-2,0.0,0,1,10.0,1,1.5,2,0,1.8,-2,-0.5,-5
1.0,0,0.0,0,2,2.727272727272727,1,-1,0.0,0,3,30.0,1,3.0,2,0,5.4,1,-0.16666666666666669,3
1.0,-1,0.0,0,-13,0.8131241084165478,0,4,40.0,1,0,0.0,0,-19.5,0,-2,0.0,1,0.0,0
1.0,0,0.0,0,40,2.8054298642533935,1,-1,0.0,0,1,10.0,1,60.0,2,0,1.8,-1,-0.33333333333333337,-1
1.0,1,10.0,1,3,1.2612612612612613,1,0,0.0,0,1,10.0,1,4.5,2,2,1.8,-2,-0.43333333333333335,-1
1.0,1,10.0,1,1,1.1267605633802817,1,0,0.0,0,0,0.0,0,1.5,2,2,0.0,1,0.6666666666666666,2
0.0,0,0.0,0,1,1.0204081632653061,1,2,20.0,1,0,0.0,0,1.5,2,0,0.0,1,0.16666666666666663,4
1.0,0,0.0,0,-10,0.6130268199233716,0,0,0.0,0,1,10.0,1,-15.0,0,0,1.8,2,0.6666666666666666,1
0.0,-1,0.0,0,-13,0.07092198581560284,0,0,0.0,0,0,0.0,0,-19.5,0,-2,0.0,0,-0.5,0
1.0,0,0.0,0,31,2.0996441281138787,1,3,30.0,1,-1,0.0,0,46.5,2,0,-1.8,2,0.35,1
1.0,0,0.0,0,32,1.6367265469061876,1,3,3.6363636363636362,1,-2,0.0,0,48.0,2,0,-3.6,2,0.30000000000000004,5
1.0,0,0.0,0,0,0.9941520467836257,0,2,20.0,1,1,10.0,1,0.0,0,0,1.8,2,0.5,-1
0.0,0,0.0,0,-31,0.7200720072007201,0,-1,0.0,0,0,0.0,0,-46.5,0,0,0.0,0,-1.0,1
0.0,0,0.0,0,1,1.0130246020260494,1,0,0.0,0,0,0.0,0,1.5,2,0,0.0,2,0.09999999999999998,5
0.0,0,0.0,0,-12,0.0,0,-6,0.0,0,-1,0.0,0,-18.0,0,0,-1.8,-2,-0.5,0
0.0,0,0.0,0,-21,0.46035805626598464,0,-2,0.3225806451612903,0,0,0.0,0,-31.5,0,0,0.0,0,0.5,0
1.0,0,0.0,0,6,1.1730205278592374,1,1,10.0,1,0,0.0,0,9.0,2,0,0.0,1,0.6666666666666666,5
0.0,0,0.0,0,-11,0.4739336492890995,0,-4,0.0,0,0,0.0,0,-16.5,0,0,0.0,1,0.3333333333333333,2
0.0,0,0.0,0,-24,0.3674540682414698,0,-2,0.0,0,-1,0.0,0,-36.0,0,0,-1.8,-3,-1.0,-1
1.0,0,0.0,0,1,1.0373443983402488,1,-5,0.0,0,0,0.0,0,1.5,2,0,0.0,2,-0.33333333333333337,1
0.0,-2,0.0,0,-7,0.3603603603603604,0,0,0.0,0,0,0.0,0,-10.5,0,-4,0.0,1,0.33333333333333337,1
0.0,1,10.0,1,-18,0.5249343832020997,0,-1,0.0,0,-3,0.0,0,-27.0,0,2,-5.4,2,0.0,4
1.0,0,0.0,0,17,3.0864197530864197,1,1,10.0,1,1,10.0,1,25.5,2,0,1.8,1,0.2,2
1.0,0,0.0,0,-1,0.47619047619047616,0,1,10.0,1,1,1.8181818181818181,1,-1.5,0,0,1.8,1,0.09999999999999998,1
0.0,0,0.0,0,-157,0.32313657906074966,0,2,20.0,1,0,0.0,0,-235.5,0,0,0.0,1,-0.16666666666666669,3
0.0,0,0.0,0,-29,0.395010395010395,0,-2,0.3225806451612903,0,2,20.0,1,-43.5,0,0,3.6,2,0.6666666666666667,-1
1.0,0,0.0,0,1,1.2195121951219514,1,1,10.0,1,1,10.0,1,1.5,2,0,1.8,-1,-0.05714285714285705,-2
0.0,0,0.0,0,-131,0.4327131112072696,0,-1,0.0,0,0,0.0,0,-196.5,0,0,0.0,3,0.0,7
0.0,-1,0.0,0,-13,0.18633540372670807,0,0,0.0,0,0,0.0,0,-19.5,0,-2,0.0,-2,0.09999999999999998,-1
0.0,-1,0.0,0,-4,0.8056872037914692,0,0,0.0,0,0,0.0,0,-6.0,0,-2,0.0,0,-0.5,6
0.0,-1,0.0,0,-1,0.9502262443438914,0,0,0.0,0,0,0.0,0,-1.5,0,-2,0.0,1,0.40476190476190477,1
1.0,0,0.0,0,-1,0.9523809523809523,0,4,40.0,1,1,10.0,1,-1.5,0,0,1.8,1,0.43333333333333335,-1
1.0,0,0.0,0,0,0.989010989010989,0,0,0.0,0,1,10.0,1,0.0,0,0,1.8,3,0.33333333333333337,6
0.0,0,0.0,0,-44,0.022172949002217293,0,-3,0.0,0,0,0.0,0,-66.0,0,0,0.0,1,0.0,6
0.0,0,0.0,0,-23,0.7759456838021339,0,1,10.0,1,0,0.0,0,-34.5,0,0,0.0,3,0.5,1
1.0,1,10.0,1,20,2.4113475177304964,1,1,10.0,1,0,0.0,0,30.0,2,2,0.0,1,-0.1071428571428571,-3
0.0,0,0.0,0,-53,0.5541561712846348,0,1,10.0,1,0,0.0,0,-79.5,0,0,0.0,1,0.4,3
1.0,0,0.0,0,-15,0.8710503842869343,0,0,0.0,0,0,0.0,0,-22.5,0,0,0.0,2,-0.33333333333333337,2
0.0,-1,0.0,0,-30,0.4331450094161958,0,0,0.0,0,0,0.0,0,-45.0,0,-2,0.0,0,0.0,4
1.0,0,0.0,0,59,1.4784727863525589,1,1,10.0,1,0,0.0,0,88.5,2,0,0.0,2,0.19999999999999996,-1
1.0,1,10.0,1,-2,0.9418282548476454,0,1,10.0,1,0,0.0,0,-3.0,0,2,0.0,1,0.4642857142857143,3
0.0,0,0.0,0,-43,0.4750304506699148,0,-1,0.0,0,0,0.0,0,-64.5,0,0,0.0,0,-0.32142857142857145,3
0.0,0,0.0,0,-17,0.7891491985203453,0,0,0.0,0,0,0.0,0,-25.5,0,0,0.0,-3,0.0,-2
1.0,1,10.0,1,23,2.7480916030534353,1,0,0.0,0,0,0.0,0,34.5,2,2,0.0,1,0.5,-1
1.0,0,0.0,0,66,3.2646048109965635,1,1,1.4285714285714286,1,0,0.0,0,99.0,2,0,0.0,0,0.0,1
0.0,-1,0.0,0,2,1.111111111111111,1,0,0.0,0,0,0.0,0,3.0,2,-2,0.0,0,0.0,0
1.0,0,0.0,0,55,2.6099706744868034,1,2,2.727272727272727,1,0,0.0,0,82.5,2,0,0.0,2,0.6666666666666666,5
1.0,0,0.0,0,3,1.9354838709677418,1,2,20.0,1,1,10.0,1,4.5,2,0,1.8,-1,0.3,-3
1.0,0,0.0,0,33,3.3333333333333335,1,4,40.0,1,1,1.8181818181818181,1,49.5,2,0,1.8,1,1.0,3
1.0,0,0.0,0,27,4.788732394366197,1,-1,0.0,0,0,0.0,0,40.5,2,0,0.0,-1,0.05555555555555558,5
1.0,0,0.0,0,-11,0.9270216962524656,0,-1,0.0,0,0,0.0,0,-16.5,0,0,0.0,0,0.13333333333333341,-1
1.0,0,0.0,0,-2,0.9418282548476454,0,7,70.0,1,0,0.0,0,-3.0,0,0,0.0,1,-0.5,3
1.0,2,20.0,1,20,2.1637426900584793,1,1,10.0,1,0,0.0,0,30.0,2,4,0.0,-1,-0.5,-2
1.0,1,10.0,1,6,1.5841584158415842,1,0,0.0,0,0,0.0,0,9.0,2,2,0.0,0,0.06666666666666665,-2
1.0,1,10.0,1,-39,0.4651162790697675,0,0,0.0,0,0,0.0,0,-58.5,0,2,0.0,2,0.0,-1
0.0,0,0.0,0,-15,0.0,0,3,30.0,1,0,0.0,0,-22.5,0,0,0.0,-1,-0.42857142857142855,-1
0.0,0,0.0,0,11,1.4932126696832577,1,-2,0.0,0,1,10.0,1,16.5,2,0,1.8,0,-0.5,2
0.0,-3,0.0,0,-13,0.7095343680709534,0,-2,0.3225806451612903,0,1,10.0,1,-19.5,0,-6,1.8,1,0.08333333333333337,-2
1.0,0,0.0,0,-4,0.6306306306306306,0,-5,0.0,0,2,2.727272727272727,1,-6.0,0,0,3.6,3,0.25,4
1.0,0,0.0,0,24,1.9521912350597608,1,6,60.0,1,0,0.0,0,36.0,2,0,0.0,-1,-0.25,0
0.0,-1,0.0,0,-40,0.06960556844547564,0,-7,0.0,0,0,0.0,0,-60.0,0,-2,0.0,0,0.0,-1
0.0,-1,0.0,0,-25,0.5679862306368331,0,2,20.0,1,-2,0.0,0,-37.5,0,-2,-3.6,2,-0.25,3
1.0,0,0.0,0,4,1.1494252873563218,1,6,60.0,1,0,0.0,0,6.0,2,0,0.0,0,-0.5,-1
1.0,0,0.0,0,3,1.0482529118136439,1,-3,0.0,0,0,0.0,0,4.5,2,0,0.0,-1,-0.5,-2
1.0,0,0.9090909090909091,0,28,1.7322834645669292,1,0,0.0,0,0,0.0,0,42.0,2,0,0.0,1,0.4166666666666667,-2
0.0,0,0.0,0,-51,0.40650406504065045,0,-5,0.1639344262295082,0,-3,0.0,0,-76.5,0,0,-5.4,0,0.0,6
0.0,-1,0.0,0,-4,0.8977556109725685,0,1,10.0,1,-1,0.0,0,-6.0,0,-2,-1.8,-1,-0.30000000000000004,-1
1.0,0,0.0,0,-1,0.7317073170731708,0,2,20.0,1,2,20.0,1,-1.5,0,0,3.6,3,0.5,5
1.0,1,10.0,1,11,10.909090909090908,1,0,0.0,0,0,0.0,0,16.5,2,2,0.0,2,0.5,3
1.0,0,0.0,0,31,2.3376623376623376,1,0,0.0,0,0,0.0,0,46.5,2,0,0.0,3,0.5,6
1.0,1,10.0,1,-14,0.718562874251497,0,0,0.0,0,0,0.0,0,-21.0,0,2,0.0,2,0.45714285714285713,-1
1.0,0,0.0,0,39,1.8087318087318087,1,0,0.9523809523809523,0,-1,0.0,0,58.5,2,0,-1.8,0,-0.0714285714285714,-3
1.0,0,0.0,0,3,1.1374407582938388,1,-1,0.6451612903225806,0,1,10.0,1,4.5,2,0,1.8,0,-1.0,1
1.0,0,0.0,0,42,4.774774774774775,1,-5,0.0,0,-1,0.0,0,63.0,2,0,-1.8,1,-0.3,5
1.0,0,0.0,0,44,1.3685978169605375,1,-2,0.0,0,0,0.0,0,66.0,2,0,0.0,0,0.030303030303030276,-8
0.0,0,0.0,0,-6,0.6965174129353233,0,-4,0.0,0,-2,0.0,0,-9.0,0,0,-3.6,0,0.0,0
1.0,2,20.0,1,12,1.5920398009950247,1,1,10.0,1,0,0.0,0,18.0,2,4,0.0,-1,-0.33333333333333337,-1
0.0,-2,0.0,0,-21,0.08658008658008658,0,0,0.0,0,0,0.0,0,-31.5,0,-4,0.0,0,0.0,2
