fighter1,fighter2,winner,event,weight_class
d661ce4da776fc20,c03520b5c88ed6b4,L,bd92cf5da5413d2a,Bantamweight
17e97649403ba428,a0f0004aadf10b71,L,bd92cf5da5413d2a,Flyweight
4461d7e47375a895,792be9a24df82ed6,L,bd92cf5da5413d2a,Flyweight
6e743a33d56bdaa4,056c493bbd76a918,L,bd92cf5da5413d2a,Bantamweight
99df7d0a2a08a8a8,ef5dcb10d2bd4b0f,D,bd92cf5da5413d2a,Light Heavyweight
2e7878927067fdca,99bd51917728c25d,L,bd92cf5da5413d2a,Lightweight
fd406a32a6fb3a29,809bd1a871491508,L,bd92cf5da5413d2a,Lightweight
6a740daf1b279661,9d62c2d8ee151f08,W,bd92cf5da5413d2a,Women's Flyweight
1e4f273069fb9e85,ff62013d2fce6d13,L,bd92cf5da5413d2a,Lightweight
1e719d4b676dc19a,7acbb0972e75281a,L,bd92cf5da5413d2a,Middleweight
4d8fa64202cee4c1,64a50dad704d1d49,L,bd92cf5da5413d2a,Lightweight
1c23ec2f1b71be40,6e8f1bcdda94ff45,W,bd92cf5da5413d2a,Light Heavyweight
841695e02c99a521,6d48a2df51749d91,W,bd92cf5da5413d2a,Middleweight
480779d7f9a424d3,8d11d9c13e2ccdf7,L,bd92cf5da5413d2a,Featherweight
eae48ff31db420c2,193b9d1858bc4df3,W,92c96df8bdab5fea,Lightweight
442c9011034ae1fd,b1b0729d27936f2f,L,92c96df8bdab5fea,Welterweight
0845c81e37d3bcb3,a495f599e787614f,W,92c96df8bdab5fea,Light Heavyweight
bf2c8e01b07d3eb1,0a1942069c9ad6b6,L,92c96df8bdab5fea,Welterweight
fc08099550072fe4,6747ccd6d1acd266,W,92c96df8bdab5fea,Heavyweight
98aa60cf58071fd6,f00ac08ab056af5d,L,92c96df8bdab5fea,Flyweight
b1de86d835638319,fb37795db81f93f3,L,92c96df8bdab5fea,Featherweight
9d19d9e4aa2662e8,de26d906f2874dd4,W,92c96df8bdab5fea,Welterweight
8d3273573b85be09,ab2b4ff41d6ebe0f,L,92c96df8bdab5fea,Flyweight
95aff2fd8d09a5f0,09a4447655fd4b7b,W,92c96df8bdab5fea,Light Heavyweight
4a6dff1b260bcf61,a4dc0f2b95df4cc1,L,92c96df8bdab5fea,Bantamweight
6a96ad1bc34fb113,d5bab53a1a603aac,W,92c96df8bdab5fea,Middleweight
ca28cdf526d6b6e9,52b6bf4528130e86,W,92c96df8bdab5fea,Lightweight
b5c19c34f12c917e,ac0874309da489b9,L,92c96df8bdab5fea,Heavyweight
275aca31f61ba28c,6b453bc35a823c3f,L,8db1b36dde268ef6,Welterweight
132deb59abae64b1,1ebe20ebbfa15e29,W,8db1b36dde268ef6,Women's Flyweight
c32aeb1a59e6272d,45f7cb591c3ab00b,L,8db1b36dde268ef6,Welterweight
7ee0fd831c0fe7c3,f1fac969a1d70b08,L,8db1b36dde268ef6,Welterweight
c2299ec916bc7c56,08af939f41b5a57b,L,8db1b36dde268ef6,Lightweight
35673bf5204524ee,260e9e0d4954aea6,W,8db1b36dde268ef6,Middleweight
d1c65d2cf2925ddd,9d83f6da776ff7d6,L,8db1b36dde268ef6,Middleweight
669970f7feba8ecd,68d4a891e5cf2029,W,8db1b36dde268ef6,Women's Flyweight
d776b5814f2400b4,2e45d08b3f2f02c8,L,8db1b36dde268ef6,Featherweight
d6c0cdd7e467c440,6ac9bc2953c47345,W,8db1b36dde268ef6,Middleweight
b8bbdeff718dbb7d,e0c6edcb5b5d0b90,W,8db1b36dde268ef6,Featherweight
745fa7b605f8e2da,f0feeb2192937424,L,8db1b36dde268ef6,Women's Strawweight
d1feea7a4bdcd503,9508cc6184cb2450,W,8db1b36dde268ef6,Middleweight
72f890c5d421e705,19c591115a58982c,L,8db1b36dde268ef6,Lightweight
01641ba5df0c69b0,c6aee362c7a7d482,W,6436029b50a9c255,Welterweight
2fe9032955c2e013,67c1d46f4ed16f9e,L,6436029b50a9c255,Flyweight
681399317dbf4701,447f9858ae78f921,L,6436029b50a9c255,Welterweight
06626b6287e1ae1e,eb393afdbe3293d5,W,6436029b50a9c255,Lightweight
a93f94c923c3a9cb,9384e71bca6c409d,W,6436029b50a9c255,Middleweight
e00a3dee329a51f7,41cc71cbf210e0fe,L,6436029b50a9c255,Featherweight
b9f28e7045fdfce7,5987b2458f4b5290,L,6436029b50a9c255,Bantamweight
e3964ece586e0635,cc8c623cca88f54f,L,6436029b50a9c255,Women's Bantamweight
955da1675ad58a50,6a311920edd73c85,W,6436029b50a9c255,Heavyweight
cffb87059e645bd1,31ef8b67e13495b3,L,6436029b50a9c255,Women's Strawweight
850266b3dc4e506e,46e0d677f91bacc0,L,6436029b50a9c255,Bantamweight
23dec7c47cb418f8,3eeec2f53cebdf12,W,6436029b50a9c255,Catch Weight
97cf1a2c7c5e7889,ffe9703408fb5964,W,0e2c2daf11b5d8f2,Featherweight
fc08099550072fe4,7d8435c56043b0ae,W,0e2c2daf11b5d8f2,Heavyweight
d66a46de8d705353,40f3cb27fc7305a1,W,0e2c2daf11b5d8f2,Welterweight
70380ccdc81915b8,a57cb948c4c70a47,L,0e2c2daf11b5d8f2,Featherweight
feedf3053472fe56,7cec3c4a5e7b6d68,W,0e2c2daf11b5d8f2,Welterweight
253076a23d03dcd0,7f6ed67d3ed3c036,W,0e2c2daf11b5d8f2,Catch Weight
07a74004d964c7f4,7e9b36a9847db116,W,0e2c2daf11b5d8f2,Light Heavyweight
0e46690e55a8df75,117a06469813e4ef,W,0e2c2daf11b5d8f2,Bantamweight
ad5cb64af10fc946,4e6738062d469256,W,0e2c2daf11b5d8f2,Middleweight
d3f5d33d61cd00c9,b9706f80d005036c,L,0e2c2daf11b5d8f2,Women's Bantamweight
87f8699fdcc2c404,1235b31de15d0c6e,W,0e2c2daf11b5d8f2,Women's Strawweight
4a07b1988477502c,8e382b585a92affe,L,0e2c2daf11b5d8f2,Welterweight
d35298b6df168456,c0d5c0c95c59050b,W,0e2c2daf11b5d8f2,Women's Strawweight
399afbabc02376b5,787bb1f087ccff8a,NC,7956f026e2672c47,Heavyweight
7447e9f28508106a,7dda2cf308f24a02,L,7956f026e2672c47,Women's Strawweight
2b6fc1c02736833d,bc711b6dd95c1af6,W,7956f026e2672c47,Bantamweight
279566840aa55bf2,41e83a89929d1327,W,7956f026e2672c47,Heavyweight
e90a2f22417af68e,333b9e5c723ac873,L,7956f026e2672c47,Light Heavyweight
17734443a833cdf7,b7b84ccd221be298,L,7956f026e2672c47,Lightweight
b07aed698fba8624,285ae0b4a68221f4,W,7956f026e2672c47,Middleweight
5b86d491d63890c5,849c5d9979df5357,W,7956f026e2672c47,Lightweight
f5779a2303ed76ec,cdb7b38b1b357f26,W,7956f026e2672c47,Heavyweight
329e403448756217,7d6ceff6747f2de2,W,7956f026e2672c47,Featherweight
3329d692aea4dc28,7a5e8c94a86f9895,W,7956f026e2672c47,Heavyweight
0be6776db31d98ec,7f1bf0c255ec8756,L,7956f026e2672c47,Flyweight
43a59ce3bb40449e,bc7d1ad49fcb2d08,L,7956f026e2672c47,Women's Strawweight
2f181c0467965b98,d549cefc7c54ab78,L,38e5d9dcb0fddc42,Middleweight
dd6103dd7127db1d,3a46b268013afede,L,38e5d9dcb0fddc42,Welterweight
24656ef4d605c96f,7c7332319c14094c,L,38e5d9dcb0fddc42,Bantamweight
34ff304266360297,a9e260472d321361,W,38e5d9dcb0fddc42,Women's Flyweight
f1d64ae34e088832,113df4fde64735c6,W,38e5d9dcb0fddc42,Bantamweight
31f8081c7600da93,dccb63727f2f5f74,W,38e5d9dcb0fddc42,Lightweight
519e4fe37ce9ff75,873626e5547b5235,L,38e5d9dcb0fddc42,Lightweight
7d420039bbfe7c1a,700a674c042b7a96,L,38e5d9dcb0fddc42,Bantamweight
294aa73dbf37d281,b671bdf981ad527d,W,38e5d9dcb0fddc42,Flyweight
312f7d7b2b2f7de4,b7c5eb7cdbac6a63,L,38e5d9dcb0fddc42,Middleweight
1b35af4d1529adf6,4948e412fa6ab67d,W,38e5d9dcb0fddc42,Women's Strawweight
7674b836ce0698a0,3bc3f60b21cddc6a,L,38e5d9dcb0fddc42,Middleweight
51e2f44a8dbf6984,2c5f5749569eef66,W,38e5d9dcb0fddc42,Women's Bantamweight
07225ba28ae309b6,72db2a14ffa73ece,W,9336e86cfd4ceaa1,Lightweight
aa72b0f831d0bfe5,cc1a8b4b38b92c6d,W,9336e86cfd4ceaa1,Bantamweight
58bbef3770bb2dfc,6d4b63c767106d3a,L,9336e86cfd4ceaa1,Welterweight
39d309957c5c210d,25f9a5f3e8a52618,L,9336e86cfd4ceaa1,Heavyweight
7facc9c45d792985,1ae8f3c723aacff4,L,9336e86cfd4ceaa1,Featherweight
01c9e4013afce141,710f0f8c5d5c9d41,L,9336e86cfd4ceaa1,Featherweight
65adf3856c4d9256,b62d5280966b2460,W,9336e86cfd4ceaa1,Flyweight
71171fc96445bf65,764d39074a352e33,W,9336e86cfd4ceaa1,Heavyweight
eff9074bc066f0f2,103e2e33a60683e1,W,9336e86cfd4ceaa1,Women's Bantamweight
e0d3d9b564f95635,2bd98ab77a8daa75,W,9336e86cfd4ceaa1,Flyweight
abb68e3c7ca128f2,d7c3816669784109,W,9336e86cfd4ceaa1,Women's Strawweight
6fc506e1099afe20,72ea1984c52019b5,W,9336e86cfd4ceaa1,Bantamweight
e5549c82bfb5582d,d802174b0c0c1f4e,L,8944a0f9b2f0ce6d,Light Heavyweight
c03520b5c88ed6b4,65f09bacd3957381,W,8944a0f9b2f0ce6d,Bantamweight
009341ed974bad72,749f572d1d3161fb,W,8944a0f9b2f0ce6d,Light Heavyweight
52c2ae6d2f2d2613,fba03cd6cc28dc41,L,8944a0f9b2f0ce6d,Featherweight
c1085e1701b13eca,36b8f265bcd1b7a4,L,8944a0f9b2f0ce6d,Middleweight
2f815ed5f8278ba6,563a1d42bb0e3cef,W,8944a0f9b2f0ce6d,Middleweight
b67d6bacc68d4c92,a44020ea2e8cd026,W,8944a0f9b2f0ce6d,Catch Weight
6902fcf0610dd303,2cfba6c837c03ed0,L,8944a0f9b2f0ce6d,Bantamweight
4144798612ef96e5,886264a0c9f4ea5e,W,8944a0f9b2f0ce6d,Middleweight
64facb6cc564262d,0f1efce7d2571d10,W,8944a0f9b2f0ce6d,Welterweight
3143bf892608139a,9cdd2da1a9104a0b,L,8944a0f9b2f0ce6d,Women's Bantamweight
a09ed60aa67a3f67,45f0cc9d18f35137,L,8944a0f9b2f0ce6d,Bantamweight
3d074044a33825e7,32c3ee378671a5d9,W,8944a0f9b2f0ce6d,Welterweight
4798e823ada58fe9,4333a8e70a672eb7,W,8944a0f9b2f0ce6d,Women's Flyweight
9014c02eff8b3d62,2e19380f34871c6a,W,ed220e87bef0cc64,Light Heavyweight
70e1f8a821b72c8b,64ad3e3b0efa30bb,W,ed220e87bef0cc64,Light Heavyweight
a9da3158dd2c2b5a,c5ccd878231c5407,W,ed220e87bef0cc64,Featherweight
84b3e7d38f2d2ec5,a845f0735bc67405,L,ed220e87bef0cc64,Welterweight
6c3b2525436cf5d4,b39f7a6c2be17ee8,W,ed220e87bef0cc64,Lightweight
b4b496ec2197ee3e,69898645d600abdb,W,ed220e87bef0cc64,Light Heavyweight
8ebc3a8da015d70c,5f61780fe5e9b6d0,W,ed220e87bef0cc64,Middleweight
af9f42e6894047fc,40a456a25d52ee65,W,ed220e87bef0cc64,Lightweight
ed7d329d7c29428d,723b64c0e9a8f348,W,ed220e87bef0cc64,Bantamweight
ca80d72da81d7224,528b071cf3da7c56,W,ed220e87bef0cc64,Women's Bantamweight
d0fd0d9ee560dae7,87e4a3a5080ee7ce,W,ed220e87bef0cc64,Heavyweight
545092d13c67aa49,4e30e4250cb08b61,L,ed220e87bef0cc64,Women's Strawweight
f166e93d04a8c274,52ef95b5860fb28c,W,5efaaf313b652dd7,Featherweight
9a97acbfd5a08bfa,05339613bf8e9808,L,5efaaf313b652dd7,Bantamweight
e132d47bd9efbbe0,7026eca45f65377b,W,5efaaf313b652dd7,Lightweight
8c0580d4fff106c1,71505842fb6455c3,W,5efaaf313b652dd7,Middleweight
262a7d06203657e6,f53d4f21d1b5f2dc,W,5efaaf313b652dd7,Lightweight
faf317c665546a36,32feae6d9a1e5047,W,5efaaf313b652dd7,Bantamweight
866fd7b1a6c90e7f,baa9be02c3e3e038,L,5efaaf313b652dd7,Middleweight
ae7fe94f117f98cf,d747eb273a40a920,L,5efaaf313b652dd7,Lightweight
b08012bbe542592a,3df5493bb279226f,W,5efaaf313b652dd7,Women's Strawweight
c051c2e12d692b8a,29162be25ebef5f0,W,5efaaf313b652dd7,Flyweight
23dec7c47cb418f8,4e6738062d469256,NC,5efaaf313b652dd7,Middleweight
5e9ca8dd7d783a75,3fa97913cfd205d3,L,5efaaf313b652dd7,Flyweight
60193e707634e560,81d2c551886bd5a1,W,5efaaf313b652dd7,Women's Bantamweight
70dd69b6a703257e,c06d6b18862f9a53,L,5efaaf313b652dd7,Welterweight
881bf86d4cba8578,4126a78111c0855a,W,6e380a4d73ab4f0e,Middleweight
c2299ec916bc7c56,9c393e836a852f30,W,6e380a4d73ab4f0e,Lightweight
476fe566d2df676e,eabf206b162b3b83,W,6e380a4d73ab4f0e,Light Heavyweight
f6ad6a1e4d600e0d,4bdedbdeedff7d1d,L,6e380a4d73ab4f0e,Lightweight
1d2d98ddd05b38fb,f748267c4ab6c127,W,6e380a4d73ab4f0e,Welterweight
e1d40e8782d80bc2,92aed9d16794f42b,W,6e380a4d73ab4f0e,Featherweight
46e2011d92463b7e,49edd0d90f60fb7d,W,6e380a4d73ab4f0e,Light Heavyweight
7d8435c56043b0ae,c9cf753cfdf77fc2,L,6e380a4d73ab4f0e,Heavyweight
ec13c393d029297d,2dbc60c52de126d8,L,6e380a4d73ab4f0e,Lightweight
8b6e5dc2ba1edbe7,31dbfbe4e7a6727c,W,6e380a4d73ab4f0e,Welterweight
f96856f9d69fd7e4,0c6d9ea8306c029e,L,6e380a4d73ab4f0e,Middleweight
8f765fd5775a8873,2caf993f53541fa1,L,6e380a4d73ab4f0e,Welterweight
e94085e821bd81de,9c442aaf149ea982,L,6e380a4d73ab4f0e,Women's Strawweight
c21f26bbde777573,8a65fd9ba31fd3f7,W,754968e325d6f60d,Light Heavyweight
cb696ebfb6598724,def8166ff24bd237,L,754968e325d6f60d,Catch Weight
f14cf73e51b29254,fc08099550072fe4,W,754968e325d6f60d,Heavyweight
3cf18e01cb6cbde3,34b96d52db1d26e6,W,754968e325d6f60d,Flyweight
7498b3ac79a3b948,4729c93ba705a3bf,W,754968e325d6f60d,Welterweight
b2a78df161bd67f9,8c1ca54b5089d199,L,754968e325d6f60d,Lightweight
814e5233e2acf2ee,bb2c3c3a466224af,W,754968e325d6f60d,Flyweight
a13d755965a4ec9f,d2cd7a69cc55e7ed,W,754968e325d6f60d,Lightweight
d6c0cdd7e467c440,595db60957de51d3,L,754968e325d6f60d,Middleweight
3f11fd1751fa83b1,7b3503352cd53abb,W,754968e325d6f60d,Featherweight
a474aade8eb3a8f0,86bace9e4ad85542,L,754968e325d6f60d,Bantamweight
02f484417a6fa69d,709fadb644ee3f51,W,754968e325d6f60d,Light Heavyweight
767755fd74662dbf,0d7b51c9d2649a6e,L,421ccfc6ddb17958,Middleweight
396fe87b84ac2e1c,5537efc6e496dd84,W,421ccfc6ddb17958,Featherweight
7ee0fd831c0fe7c3,b997be68943010fc,L,421ccfc6ddb17958,Welterweight
a67d071163962af8,13a0275fa13c4d26,L,421ccfc6ddb17958,Middleweight
c96d9178c9ed9e62,d33da8a3d82bdb62,W,421ccfc6ddb17958,Flyweight
d1feea7a4bdcd503,64b12fe31be7560c,W,421ccfc6ddb17958,Middleweight
0d65c432720accb9,6ac9bc2953c47345,L,421ccfc6ddb17958,Middleweight
8e5d953bdb9ae5e7,6a1901c62ab3870f,L,421ccfc6ddb17958,Women's Strawweight
262a7d06203657e6,971246648e162f0d,L,421ccfc6ddb17958,Lightweight
7cbf7c78d3b34218,64a50dad704d1d49,L,421ccfc6ddb17958,Lightweight
9d62c2d8ee151f08,27b388f0aab49780,W,421ccfc6ddb17958,Women's Flyweight
2fe9032955c2e013,30cad5a751adcb48,L,421ccfc6ddb17958,Flyweight
093e1f5bb73850be,327d5f279895110d,L,6cd3dfc54f01287f,Middleweight
32ab52e5de93092d,6d68c1afe954f121,W,6cd3dfc54f01287f,Bantamweight
abcf2cc6efc42031,f0feeb2192937424,W,6cd3dfc54f01287f,Women's Strawweight
8fd808923cffff82,5ec591b78349ba7e,W,6cd3dfc54f01287f,Featherweight
ffd3224638c01b57,46e0d677f91bacc0,L,6cd3dfc54f01287f,Bantamweight
a93f94c923c3a9cb,cad24459b28592ca,L,6cd3dfc54f01287f,Middleweight
6add18754930182b,09a4447655fd4b7b,W,6cd3dfc54f01287f,Light Heavyweight
7478b7f959ba61f5,148bb103cfbf123e,W,6cd3dfc54f01287f,Bantamweight
f9ab66e67240db7b,b1e5bcaad32a3cac,W,6cd3dfc54f01287f,Women's Bantamweight
681399317dbf4701,b12fb759e02378de,W,6cd3dfc54f01287f,Welterweight
a6eb54ae17a551be,a78a87d8c2bbb1cb,W,6cd3dfc54f01287f,Women's Flyweight
9508cc6184cb2450,f14f644d41ade29f,L,6cd3dfc54f01287f,Light Heavyweight
4461d7e47375a895,b671bdf981ad527d,W,f2c934689243fe4e,Flyweight
fd406a32a6fb3a29,849c5d9979df5357,L,f2c934689243fe4e,Lightweight
323d4ca260dfa0ba,48a9a128784d53d1,L,f2c934689243fe4e,Lightweight
351c4ec637380ad5,f2b3f4ef3f780168,W,f2c934689243fe4e,Women's Bantamweight
84b3e7d38f2d2ec5,8adcbd525fab8d9b,W,f2c934689243fe4e,Welterweight
239d8e5359022f3b,d964a59c48381cb6,L,f2c934689243fe4e,Featherweight
d8c811df0386d5e8,a2d342ffc83913ed,W,f2c934689243fe4e,Bantamweight
260e9e0d4954aea6,147e70aa6cc48cfc,W,f2c934689243fe4e,Middleweight
22e07d3da1aa3475,7eaa5e31c2dd86aa,L,f2c934689243fe4e,Middleweight
d3f89fa685bd8420,450bcab0968562c4,W,f2c934689243fe4e,Featherweight
83455a9d17f57dae,53c10176e3bc7416,W,f2c934689243fe4e,Flyweight
e375cb5caf4717b6,8bd4200561c77a62,W,f2c934689243fe4e,Women's Strawweight
d549cefc7c54ab78,e1147d3d2dabe1ce,L,28d8638ea0a71908,Middleweight
d661ce4da776fc20,c0ac37a4a1133da9,W,28d8638ea0a71908,Bantamweight
06734ca9d88dec3a,8e9eb3fc86db0f7d,W,28d8638ea0a71908,Middleweight
8d3273573b85be09,88be62d6c1e6dadb,W,28d8638ea0a71908,Flyweight
ef5dcb10d2bd4b0f,1091d4d957141094,L,28d8638ea0a71908,Light Heavyweight
d9c6f19f958643e9,0fd5f4b838e890cc,W,28d8638ea0a71908,Bantamweight
447f9858ae78f921,28d421729451c8ca,W,28d8638ea0a71908,Welterweight
113df4fde64735c6,da22387a0407a2dc,W,28d8638ea0a71908,Bantamweight
d25240135aee03e5,beecb672a279223e,L,28d8638ea0a71908,Women's Strawweight
07a74004d964c7f4,6e8f1bcdda94ff45,L,28d8638ea0a71908,Light Heavyweight
69037fc7730e4225,3753714927f18437,L,28d8638ea0a71908,Featherweight
8eb046f83e82bf26,095854a135e6db55,W,28d8638ea0a71908,Heavyweight
150ff4cc642270b9,029eaff01e6bb8f0,W,b8e2f10efb6eca85,Lightweight
2e5c2aa8e4ab9d82,9d83f6da776ff7d6,W,b8e2f10efb6eca85,Middleweight
8a1f3b5c526cd6e6,3a46b268013afede,L,b8e2f10efb6eca85,Welterweight
98a58c26c5b1ed17,82a5152216251682,L,b8e2f10efb6eca85,Featherweight
511e82663651438d,4148802ae4a50768,W,b8e2f10efb6eca85,Lightweight
18d01f7f8338ae72,60425d07ef4b91a7,L,b8e2f10efb6eca85,Bantamweight
2f181c0467965b98,7acbb0972e75281a,L,b8e2f10efb6eca85,Middleweight
0f1efce7d2571d10,3920d0cc288f9b0d,L,b8e2f10efb6eca85,Welterweight
2f815ed5f8278ba6,0cd0456d6029cec2,W,b8e2f10efb6eca85,Middleweight
e803242fb2e41112,a01a62132460a98d,L,b8e2f10efb6eca85,Welterweight
70e1f8a821b72c8b,6370c1c1e12723d5,W,b8e2f10efb6eca85,Light Heavyweight
a67f5afa8d6a1b80,0c25d0a5e8cdbf19,W,b8e2f10efb6eca85,Heavyweight
1e719d4b676dc19a,3eeec2f53cebdf12,W,b8e2f10efb6eca85,Middleweight
f1ab6f37492c630a,fc0a4053eb8a3a59,W,b8e2f10efb6eca85,Women's Flyweight
d3df1add9d9a7efb,17923f676f100e16,W,7b03d9df5910917d,Heavyweight
01641ba5df0c69b0,4a28cb716c19157a,L,7b03d9df5910917d,Welterweight
97cf1a2c7c5e7889,751de04455cfaac0,L,7b03d9df5910917d,Featherweight
5b03b61f9d90125e,583ee11abddfc581,L,7b03d9df5910917d,Featherweight
71171fc96445bf65,be9bdec19b7e9ffe,W,7b03d9df5910917d,Heavyweight
3e8118c1ab52f211,c15fa95b9a12fde4,L,7b03d9df5910917d,Light Heavyweight
5442f1bc4b47eaf3,b0d6a1d8ac3d563d,L,7b03d9df5910917d,Welterweight
a845f0735bc67405,c68c68efaa5ca6ef,W,7b03d9df5910917d,Welterweight
de594b35c45c2e9a,729d4bd5a6cd0a97,L,7b03d9df5910917d,Women's Flyweight
f5779a2303ed76ec,8667caa0451d245b,L,7b03d9df5910917d,Heavyweight
fb3e61720be4690c,e99eb0ef25885de5,L,7b03d9df5910917d,Lightweight
745fa7b605f8e2da,3f4c3bc822bea45d,W,7b03d9df5910917d,Women's Strawweight
54f64b5e283b0ce7,07225ba28ae309b6,W,66766984842c13dc,Lightweight
a0f0004aadf10b71,853eb0dd5c0e2149,W,66766984842c13dc,Flyweight
17e97649403ba428,6e15f63b6c2e2c15,L,66766984842c13dc,Flyweight
08af939f41b5a57b,b6452706b373eea1,W,66766984842c13dc,Lightweight
6e743a33d56bdaa4,9256f591b30c073e,W,66766984842c13dc,Bantamweight
d1c65d2cf2925ddd,0a1942069c9ad6b6,L,66766984842c13dc,Middleweight
7d6ceff6747f2de2,41cc71cbf210e0fe,L,66766984842c13dc,Featherweight
68d4a891e5cf2029,36541f1e6c5d4955,L,66766984842c13dc,Women's Flyweight
809bd1a871491508,19c591115a58982c,W,66766984842c13dc,Lightweight
85497ffd934ecf7e,d8da10db80131bec,L,66766984842c13dc,Welterweight
25f9a5f3e8a52618,ab2a4b5e04dc5fe9,W,66766984842c13dc,Heavyweight
749f572d1d3161fb,5444c5a201d3ee5a,L,400c7b43c86d27d3,Light Heavyweight
c814b4c899793af6,e4a47b07044ddd72,W,400c7b43c86d27d3,Lightweight
fa6796c55d6c5440,739fd4fbb5d862f4,W,400c7b43c86d27d3,Heavyweight
bf2c8e01b07d3eb1,ae81a3ac7b260411,L,400c7b43c86d27d3,Catch Weight
ff62013d2fce6d13,37f560436d745c18,W,400c7b43c86d27d3,Lightweight
8d11d9c13e2ccdf7,fb37795db81f93f3,W,400c7b43c86d27d3,Featherweight
4a07b1988477502c,6b56e94a59b7b134,W,400c7b43c86d27d3,Welterweight
285ae0b4a68221f4,6a96ad1bc34fb113,L,400c7b43c86d27d3,Middleweight
07047eb7d17fb0a2,bd532e9a2b93870c,W,400c7b43c86d27d3,Women's Bantamweight
9f5e3c20ce40b344,103e2e33a60683e1,L,400c7b43c86d27d3,Women's Bantamweight
f00ac08ab056af5d,7f1bf0c255ec8756,W,400c7b43c86d27d3,Flyweight
da7f113b5ea39c43,3329d692aea4dc28,L,400c7b43c86d27d3,Heavyweight
f1b2aa7853d1ed6e,b9437600497350f3,W,de277a4abcfeea46,Welterweight
47b63240018d5d86,f29a6350c69f4a33,W,de277a4abcfeea46,Women's Flyweight
4144798612ef96e5,5f61780fe5e9b6d0,W,de277a4abcfeea46,Middleweight
b9f28e7045fdfce7,d8c7c61b176e3994,L,de277a4abcfeea46,Bantamweight
841695e02c99a521,f14f644d41ade29f,D,de277a4abcfeea46,Middleweight
a495f599e787614f,46e2011d92463b7e,W,de277a4abcfeea46,Light Heavyweight
eabf206b162b3b83,69898645d600abdb,NC,de277a4abcfeea46,Light Heavyweight
c58f51dedb310998,523fa774700d7d3f,W,de277a4abcfeea46,Welterweight
2e45d08b3f2f02c8,9c27f3217891f3f0,W,de277a4abcfeea46,Bantamweight
88be62d6c1e6dadb,7f6ed67d3ed3c036,L,de277a4abcfeea46,Flyweight
5987b2458f4b5290,5c84f673b7bb7c15,W,de277a4abcfeea46,Bantamweight
8e382b585a92affe,1497e735d9f2560a,W,de277a4abcfeea46,Welterweight
5c637af9472ae7cc,2c483cf443f38ece,W,de277a4abcfeea46,Women's Flyweight
c03520b5c88ed6b4,b50a426a33da0012,W,18c49685296c60e6,Bantamweight
1af1170ed937cba7,3253b16d38ae087d,L,18c49685296c60e6,Women's Bantamweight
c1085e1701b13eca,8c0580d4fff106c1,L,18c49685296c60e6,Middleweight
bc711b6dd95c1af6,2cfba6c837c03ed0,W,18c49685296c60e6,Bantamweight
3a46b268013afede,6d4b63c767106d3a,L,18c49685296c60e6,Welterweight
17e97649403ba428,294aa73dbf37d281,L,18c49685296c60e6,Flyweight
e90a2f22417af68e,49edd0d90f60fb7d,W,18c49685296c60e6,Light Heavyweight
fc08099550072fe4,e2f6b2769aaedd6c,L,18c49685296c60e6,Heavyweight
2caf993f53541fa1,2558ae2e5671e318,L,18c49685296c60e6,Welterweight
2997e7fe3c9d3d4a,6551c64fbcd1a467,L,18c49685296c60e6,Women's Flyweight
a44020ea2e8cd026,57186c150c645200,L,18c49685296c60e6,Featherweight
17734443a833cdf7,c739c2995a275314,W,18c49685296c60e6,Lightweight
e2be0c1a9b886d92,001eb2ab0f30e7ea,W,18c49685296c60e6,Lightweight
72db2a14ffa73ece,5b86d491d63890c5,W,2a898bf9fb7710b3,Lightweight
3d074044a33825e7,fa07345cc9db5cc9,L,2a898bf9fb7710b3,Welterweight
e4277e87a789d687,0abcf6bc47191219,W,2a898bf9fb7710b3,Light Heavyweight
b9706f80d005036c,9cdd2da1a9104a0b,W,2a898bf9fb7710b3,Women's Featherweight
23dec7c47cb418f8,866fd7b1a6c90e7f,W,2a898bf9fb7710b3,Middleweight
253076a23d03dcd0,65adf3856c4d9256,L,2a898bf9fb7710b3,Flyweight
ac026518a9b4dc0f,a7151778b3381036,L,2a898bf9fb7710b3,Lightweight
4bdedbdeedff7d1d,01c9e4013afce141,W,2a898bf9fb7710b3,Lightweight
87f8699fdcc2c404,02bb48869eb7ac8f,L,2a898bf9fb7710b3,Women's Strawweight
c32aeb1a59e6272d,23024fdfc966410a,L,8ad022dd81224f61,Welterweight
480779d7f9a424d3,94426bb170c88115,L,8ad022dd81224f61,Lightweight
49d2a08964c5eb11,71505842fb6455c3,L,8ad022dd81224f61,Middleweight
20bccc9bb4ceb23e,902ec2cc48c8ae8a,L,8ad022dd81224f61,Featherweight
5eb50529a8418b77,72f890c5d421e705,W,8ad022dd81224f61,Lightweight
7026eca45f65377b,d945aae53e3e54e6,W,8ad022dd81224f61,Lightweight
70380ccdc81915b8,36e78278a77006d4,W,8ad022dd81224f61,Featherweight
5078e1dacf9d25f4,2c5f5749569eef66,W,8ad022dd81224f61,Women's Bantamweight
cffb87059e645bd1,ac7c765882f2c68c,L,8ad022dd81224f61,Women's Strawweight
b671bdf981ad527d,798e48f9e7f6ba22,W,8ad022dd81224f61,Flyweight
31ef8b67e13495b3,a3a542074109b347,W,8ad022dd81224f61,Women's Strawweight
6b453bc35a823c3f,b1b0729d27936f2f,L,118463dd8db16e7f,Welterweight
132deb59abae64b1,34ff304266360297,W,118463dd8db16e7f,Women's Flyweight
